story:  John didn't know he was being followed. "When he got on the train, a man approached him." He handed John a small piece of paper. It said RAVINCORP in bold letters. "John had been offered a job by the CIA, he just didn't know it yet."	 query:event: The man was holding a piece of paper starts before He hand John a small piece of paper  	pred: negative	 label: positive
story:  Ana was playing in the snow with her brother. They were having a snowball fight. Suddenly, Anna felt a pain in her cheek. She saw that the snowball had had a rock in it. Her brother apologized and they quit fighting.	 query:event: Ana fell to the ground ends after Her brother apologize  	pred: negative	 label: positive
story:  Ana was playing in the snow with her brother. They were having a snowball fight. Suddenly, Anna felt a pain in her cheek. She saw that the snowball had had a rock in it. Her brother apologized and they quit fighting.	 query:event: Ana fell to the ground ends before Her brother apologize  	pred: positive	 label: negative
story:  Martin realizes that he needs to get more exercise. He decides to have a walk around the block before he goes to bed. That night he sleeps more deeply than normal. He decides to take a walk every night before going to bed. Martin is very happy he is getting more exercise.	 query:event: Martin has been exercising less frequently lately. ends before he decides to take a walk every night  	pred: negative	 label: positive
story:  Martin realizes that he needs to get more exercise. He decides to have a walk around the block before he goes to bed. That night he sleeps more deeply than normal. He decides to take a walk every night before going to bed. Martin is very happy he is getting more exercise.	 query:event: Martin has been exercising less frequently lately. ends after he decides to take a walk every night  	pred: positive	 label: negative
story:  I woke up and I was very hungry. I went to the kitchen to make breakfast. I got eggs and sausage from the fridge. I cooked the food and made toast and poured a glass of milk. I sat down and enjoyed the meal.	 query:event: The stove was used to make breakfast ends after the food was cooked  	pred: negative	 label: positive
story:  I woke up and I was very hungry. I went to the kitchen to make breakfast. I got eggs and sausage from the fridge. I cooked the food and made toast and poured a glass of milk. I sat down and enjoyed the meal.	 query:event: The stove was used to make breakfast ends before the food was cooked  	pred: positive	 label: negative
story:  Tom got a new cat. Within a week it was lost. Tom looked around a bit for it but didn't find it. Tom decided to get a dog instead. Eventually the cat returned and Tom gave it away.	 query:event: Tom got a dog ends before the cat return  	pred: positive	 label: negative
story:  Erica was doing the dishes. She slipped on a wet spot on the ground. She broke a plate that she was holding in her hand. She cleaned up the mess of broken ceramic. "Afterwards, she mopped up the wet spot."	 query:event: Erica put the broken plate in the trash ends before she mopped up the wet spot  	pred: negative	 label: positive
story:  Erica was doing the dishes. She slipped on a wet spot on the ground. She broke a plate that she was holding in her hand. She cleaned up the mess of broken ceramic. "Afterwards, she mopped up the wet spot."	 query:event: Erica put the broken plate in the trash ends after she mopped up the wet spot  	pred: positive	 label: negative
story:  Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce.	 query:event: Josh and his wife were having marital problems ends after he is filing for divorce  	pred: negative	 label: positive
story:  Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce.	 query:event: Josh and his wife were having marital problems ends before he is filing for divorce  	pred: positive	 label: negative
story:  Kendall was heading over to the movie theater. He was very excited to see the new Star Wars movie. At the theater he found out he didn't have enough money. Someone behind him offered to purchase his ticket. Kendall was so happy that a stranger would be so kind.	 query:event: The new Star Wars movie premiered in the theater ends before Kendall was headed to the theater  	pred: negative	 label: positive
story:  Kendall was heading over to the movie theater. He was very excited to see the new Star Wars movie. At the theater he found out he didn't have enough money. Someone behind him offered to purchase his ticket. Kendall was so happy that a stranger would be so kind.	 query:event: The new Star Wars movie premiered in the theater ends after Kendall was headed to the theater  	pred: positive	 label: negative
story:  Eva poured herself a bowl of cereal. She went to get milk. They were out of regular milk! Only soy milk was left. Eva tried it and liked it.	 query:event: Eve got the cereal box out of the cabinet ends after Only soy milk left  	pred: negative	 label: positive
story:  Jill has been practicing everyday so she can beat Roz at the big race. She has been running two times a day and only eating healthy food. "On the day of the race, she feels ready." The officials start the race. Jill and Roz run a fair race and Jill wins!	 query:event: Jill became better at running. ends before The officials start the race  	pred: negative	 label: positive
story:  Jill has been practicing everyday so she can beat Roz at the big race. She has been running two times a day and only eating healthy food. "On the day of the race, she feels ready." The officials start the race. Jill and Roz run a fair race and Jill wins!	 query:event: Jill became better at running. ends after The officials start the race  	pred: positive	 label: negative
story:  Amy has suffered from anxiety her whole life. This had prevented her from getting a job. She has a degree but hasn't used it. Today she has a stay at home job. "Today, Amy is happy."	 query:event: Amy was eventually able to have a successful job interview. ends before Amy has a stay at home job  	pred: negative	 label: positive
story:  Amy has suffered from anxiety her whole life. This had prevented her from getting a job. She has a degree but hasn't used it. Today she has a stay at home job. "Today, Amy is happy."	 query:event: Amy was eventually able to have a successful job interview. ends after Amy has a stay at home job  	pred: positive	 label: negative
story:  Paul hates his job. Everyday at work he gets angry and says mean things to people. Paul's boss gave him a verbal warning about his attitude at work. Currently Paul is on a performance plan at work. Next month Paul will be fired.	 query:event: Paul had a meeting with his boss. ends after his boss gave him a verbal warning about his attitude at work.  	pred: negative	 label: positive
story:  Paul hates his job. Everyday at work he gets angry and says mean things to people. Paul's boss gave him a verbal warning about his attitude at work. Currently Paul is on a performance plan at work. Next month Paul will be fired.	 query:event: Paul had a meeting with his boss. ends before his boss gave him a verbal warning about his attitude at work.  	pred: positive	 label: negative
story:  Sean had a guitar. He wanted to write a song. He jammed a bit. "Then, some ideas came to him." He wrote them down until he had a song.	 query:event: Sean grabbed a writing utensil. ends after Sean have a guitar  	pred: negative	 label: positive
story:  Sean had a guitar. He wanted to write a song. He jammed a bit. "Then, some ideas came to him." He wrote them down until he had a song.	 query:event: Sean grabbed a writing utensil. ends before Sean have a guitar  	pred: positive	 label: negative
story:  On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her "vegetables" that night!	 query:event: Megan ate dinner. ends before her mom pulled out carrot cake and Rice Krispies  	pred: negative	 label: positive
story:  On Megan's ninth birthday, her mom surprised her. She told Megan there would still be vegetables to eat! Megan hated vegetables and she was very unhappy. But then her mom pulled out a carrot cake and Rice Krispies! Megan was more than happy to eat her "vegetables" that night!	 query:event: Megan ate dinner. ends after her mom pulled out carrot cake and Rice Krispies  	pred: positive	 label: negative
story:  A boy walked up to the ticket taker at the local circus. He asked if he could get in for free because he was poor. The ticket taker pitied the boy but couldn't do what he wanted. The boy began to dance for the people in line to earn money. The boy bought his ticket and gave the ticket taker a dirty look.	 query:event: the boy put his hat down on the pavement ends before the boy bought his ticket  	pred: negative	 label: positive
story:  A boy walked up to the ticket taker at the local circus. He asked if he could get in for free because he was poor. The ticket taker pitied the boy but couldn't do what he wanted. The boy began to dance for the people in line to earn money. The boy bought his ticket and gave the ticket taker a dirty look.	 query:event: the boy put his hat down on the pavement ends after the boy bought his ticket  	pred: positive	 label: negative
story:  I was sitting in class falling asleep. "Suddenly, the teacher asked me a question." I sat there speechless. I randomly told the teacher that two was the answer. "Surprisingly, I was completely right."	 query:event: The teacher saw me falling asleep ends before I sit there speechless  	pred: negative	 label: positive
story:  Daniel was setting up for Thanksgiving dinner. She needed to arrange place cards for everyone. At first she put her brother and uncle near each other. "Then, her sister warned her that the two had been fighting." She managed to change the arrangement right before they arrived.	 query:event: family was invited over for thanksgiving dinner ends before She need to arrange place cards for everyone  	pred: negative	 label: positive
story:  Daniel was setting up for Thanksgiving dinner. She needed to arrange place cards for everyone. At first she put her brother and uncle near each other. "Then, her sister warned her that the two had been fighting." She managed to change the arrangement right before they arrived.	 query:event: family was invited over for thanksgiving dinner ends after She need to arrange place cards for everyone  	pred: positive	 label: negative
story:  Ed had tried to get to the top of the apple tree for weeks. He could only get so far, then he couldn't reach any higher. He finally started to think about a different approach. The next day, he tried climbing from the opposite side. He made it to the top at last!	 query:event: Ed knew how to climb.  ends after he try climbing from the opposite side  	pred: negative	 label: positive
story:  Ed had tried to get to the top of the apple tree for weeks. He could only get so far, then he couldn't reach any higher. He finally started to think about a different approach. The next day, he tried climbing from the opposite side. He made it to the top at last!	 query:event: Ed knew how to climb.  ends before he try climbing from the opposite side  	pred: positive	 label: negative
story:  Bianca had dark brown hair. She wanted to make her hair a lighter color. She bought hair dye from the store. She dyed her hair a blonde color. Bianca's boyfriend complimented her new hair afterwards.	 query:event: Bianca drove back home from the store. ends before She dye her hair a blonde color  	pred: negative	 label: positive
story:  Bianca had dark brown hair. She wanted to make her hair a lighter color. She bought hair dye from the store. She dyed her hair a blonde color. Bianca's boyfriend complimented her new hair afterwards.	 query:event: Bianca drove back home from the store. ends after She dye her hair a blonde color  	pred: positive	 label: negative
story:  Susie wanted to open up a convenience store. But she really needed a loan for that. So she went to loan office. She was not sure she would get it. But she was almost instantly approved.	 query:event: Susie was nervous about not getting approved ends after she was approved  	pred: negative	 label: positive
story:  Susie wanted to open up a convenience store. But she really needed a loan for that. So she went to loan office. She was not sure she would get it. But she was almost instantly approved.	 query:event: Susie was nervous about not getting approved ends before she was approved  	pred: positive	 label: negative
story:  Evan was nine but sometimes still wet the bed. He was invited to a sleepover but afraid to attend. He did not want anyone to discover his secret! Then his mom bought him a pack of absorbent underwear to wear. Evan felt much more secure with the backup underwear on!	 query:event: Evan's mom wanted to help Evan go to the sleepover ends before she bought him absorbent underwear  	pred: negative	 label: positive
story:  Evan was nine but sometimes still wet the bed. He was invited to a sleepover but afraid to attend. He did not want anyone to discover his secret! Then his mom bought him a pack of absorbent underwear to wear. Evan felt much more secure with the backup underwear on!	 query:event: Evan's mom wanted to help Evan go to the sleepover ends after she bought him absorbent underwear  	pred: positive	 label: negative
story:  Angel forgot to set her alarm. She woke up when the light came in through the window. Angel looked at the clock and saw she was late for work. She called her boss and told him she overslept. The boss laughed and told her to take her time coming in.	 query:event: Angel slept without an alarm set. ends after she woke up when light came through the window.  	pred: negative	 label: positive
story:  Angel forgot to set her alarm. She woke up when the light came in through the window. Angel looked at the clock and saw she was late for work. She called her boss and told him she overslept. The boss laughed and told her to take her time coming in.	 query:event: Angel slept without an alarm set. ends before she woke up when light came through the window.  	pred: positive	 label: negative
story:  Graham was playing among his toys. He wanted to climb and tried using a toy box to do it. Suddenly the toy box snapped and broke. Graham was so sad because it was one of his favorite toys. He promised to be more careful with his toys from then on.	 query:event: Graham put his favorite toy in the trash ends after Graham be so sad because it was one of his favorite toys  	pred: negative	 label: positive
story:  Graham was playing among his toys. He wanted to climb and tried using a toy box to do it. Suddenly the toy box snapped and broke. Graham was so sad because it was one of his favorite toys. He promised to be more careful with his toys from then on.	 query:event: Graham put his favorite toy in the trash ends before Graham be so sad because it was one of his favorite toys  	pred: positive	 label: negative
story:  John got a new cat and was worried how it would take to the old one. He tried everything but the old cat would always act mean. One day the old cat was stuck in a box and the young cat helped it. Ever since they became best friends. "John was so happy with the result, he got another cat."	 query:event: John brought a cat home ends before the old cat stuck in a box  	pred: negative	 label: positive
story:  John got a new cat and was worried how it would take to the old one. He tried everything but the old cat would always act mean. One day the old cat was stuck in a box and the young cat helped it. Ever since they became best friends. "John was so happy with the result, he got another cat."	 query:event: John brought a cat home ends after the old cat stuck in a box  	pred: positive	 label: negative
story:  Eli ordered a lot of products off the Internet. He was asleep when the parcel delivery service came. She stacked all of Eli's packages directly in front of his door. When he woke up he couldn't open his door! Eli climbed out the window and moved the boxes away from the door.	 query:event: Eli fell asleel ends before parcel delivery service came.  	pred: positive	 label: negative
story:  Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice.	 query:event: Kelly has two parents ends before Kelly go on numerous college visits  	pred: negative	 label: positive
story:  Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice.	 query:event: Kelly has two parents ends after Kelly go on numerous college visits  	pred: positive	 label: negative
story:  Jeff visited a giraffe that was in the zoo. He fed several bard pellets and petted him. The giraffe jumped as soon as Jeff tapped his head. It managed to run away. However, it turned around and started charging at Jeff.	 query:event: Jeff was having a good time at the zoo ends after the giraffe turned around and started charging at Jeff.  	pred: negative	 label: positive
story:  Jeff visited a giraffe that was in the zoo. He fed several bard pellets and petted him. The giraffe jumped as soon as Jeff tapped his head. It managed to run away. However, it turned around and started charging at Jeff.	 query:event: Jeff was having a good time at the zoo ends before the giraffe turned around and started charging at Jeff.  	pred: positive	 label: negative
story:  Hannah decided to go for a walk. She was far away from home when it suddenly started raining. Hannah ran home as fast as she could. When she arrived home she was soaked and freezing. Hannah decided she would always check the weather from now on.	 query:event: Hannah took off all her clothes ends after she soaked  	pred: negative	 label: positive
story:  Hannah decided to go for a walk. She was far away from home when it suddenly started raining. Hannah ran home as fast as she could. When she arrived home she was soaked and freezing. Hannah decided she would always check the weather from now on.	 query:event: Hannah took off all her clothes ends before she soaked  	pred: positive	 label: negative
story:  My dog loved to eat grass. Therefore, I could never take him outside on his own. I was getting tired of supervising him while he was outside. I decided to buy him a muzzle. Now, he could play outside without eating grass.	 query:event: My dog likes the taste of grass ends before I decided to buy him a muzzle  	pred: negative	 label: positive
story:  My dog loved to eat grass. Therefore, I could never take him outside on his own. I was getting tired of supervising him while he was outside. I decided to buy him a muzzle. Now, he could play outside without eating grass.	 query:event: My dog likes the taste of grass ends after I decided to buy him a muzzle  	pred: positive	 label: negative
story:  Tara's daughter Lea informed her that she needed candy. She learned that Lea's class was having a party. Tara made plans on going to the store for some. She wrote it down on a list so they wouldn't forget. "Later that afternoon, they were able to pick some up."	 query:event: Lea's teacher told the class that each student needed to bring candy for a party. ends before Tara make plans on going to the store for some  	pred: negative	 label: positive
story:  Tara's daughter Lea informed her that she needed candy. She learned that Lea's class was having a party. Tara made plans on going to the store for some. She wrote it down on a list so they wouldn't forget. "Later that afternoon, they were able to pick some up."	 query:event: Lea's teacher told the class that each student needed to bring candy for a party. ends after Tara make plans on going to the store for some  	pred: positive	 label: negative
story:  Bill loved to play in the forest. "One day, while playing a game, bill got himself lost." He walked around the forest for hours. "Finally, his mother came into the forest and brought bill back home." Bill was happy to be home with his mother!	 query:event: bill's mother searched for her son bill ends after Bill be happy to be home with his mother  	pred: negative	 label: positive
story:  Bill loved to play in the forest. "One day, while playing a game, bill got himself lost." He walked around the forest for hours. "Finally, his mother came into the forest and brought bill back home." Bill was happy to be home with his mother!	 query:event: bill's mother searched for her son bill ends before Bill be happy to be home with his mother  	pred: positive	 label: negative
story:  Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car.	 query:event: Jill thinks something is wrong with her car ends before She check the hood  	pred: negative	 label: positive
story:  Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car.	 query:event: Jill thinks something is wrong with her car ends after She check the hood  	pred: positive	 label: negative
story:  Carol could barely keep her eyes open after arriving at work. "She tried to do her job, but she couldn't focus on anything." Her partner gave her a cup of coffee to help wake her up. She drank it down with increasing vigor as the caffeine did its job. She attacked her daily work with renewed vigor.	 query:event: Carol was nervous that she might get fired ends after she drank it down with vigor  	pred: negative	 label: positive
story:  A young lady was running through the sand at the beach. Strong winds started to blow in her direction. She was pushed back. "When she fell, her hair fell out." "Before anyone noticed, she quickly put it on and walked away."	 query:event: She stood up ends after she walked away  	pred: positive	 label: negative
story:  Tom got a new cat. Within a week it was lost. Tom looked around a bit for it but didn't find it. Tom decided to get a dog instead. Eventually the cat returned and Tom gave it away.	 query:event: Tom didn't like his new cat much ends after he gave it away  	pred: negative	 label: positive
story:  Tom got a new cat. Within a week it was lost. Tom looked around a bit for it but didn't find it. Tom decided to get a dog instead. Eventually the cat returned and Tom gave it away.	 query:event: Tom didn't like his new cat much ends before he gave it away  	pred: positive	 label: negative
story:  Esme thought ducks were the cutest of all animals. She wished that she lived near a park with a duck pond. "She made a special trip to go to one, and took bread to feed them." The group of ducks became very large and aggressive and swarmed her. Esme no longer thinks ducks are very cute at all.	 query:event: Esme is a young girl ends before Esme think ducks were the cutest of all animals  	pred: negative	 label: positive
story:  Esme thought ducks were the cutest of all animals. She wished that she lived near a park with a duck pond. "She made a special trip to go to one, and took bread to feed them." The group of ducks became very large and aggressive and swarmed her. Esme no longer thinks ducks are very cute at all.	 query:event: Esme is a young girl ends after Esme think ducks were the cutest of all animals  	pred: positive	 label: negative
story:  Our son is silly when it comes to drinking fluids. He only likes to drink milk. Doesn't even like to drink juice! He will also only drink from one type of cup. He is very silly to say the least.	 query:event: We let our son pick his drink ends after He be very silly to say the least  	pred: negative	 label: positive
story:  Our son is silly when it comes to drinking fluids. He only likes to drink milk. Doesn't even like to drink juice! He will also only drink from one type of cup. He is very silly to say the least.	 query:event: We let our son pick his drink ends before He be very silly to say the least  	pred: positive	 label: negative
story:  Carter slept in his crib. "In the morning, he climbed out of it." His dad transitioned the bed into a toddler bed. Carter discovered that he could just get into his bed without climbing. Carter now sleeps in his toddler bed.	 query:event: Carter's dad used some tools ends before Carter sleep in his toddler bed  	pred: negative	 label: positive
story:  Carter slept in his crib. "In the morning, he climbed out of it." His dad transitioned the bed into a toddler bed. Carter discovered that he could just get into his bed without climbing. Carter now sleeps in his toddler bed.	 query:event: Carter's dad used some tools ends after Carter sleep in his toddler bed  	pred: positive	 label: negative
story:  Andrea invited Amanda onto her boat. Amanda was excited since she had never taken a boat ride. "The ocean waves were big that day, and the boat rocked a lot." Amanda quickly became sick and wanted to go back. Andrea apologized to Amanda since she felt bad for her.	 query:event: Andrea's and Amanda's boat ride was cut short. ends after Amanda quickly want to go back  	pred: negative	 label: positive
story:  Andrea invited Amanda onto her boat. Amanda was excited since she had never taken a boat ride. "The ocean waves were big that day, and the boat rocked a lot." Amanda quickly became sick and wanted to go back. Andrea apologized to Amanda since she felt bad for her.	 query:event: Andrea's and Amanda's boat ride was cut short. ends before Amanda quickly want to go back  	pred: positive	 label: negative
story:  Simon lost his job. He needed a new one as soon as possible. He sent out a bunch of applications. "At first, he got no response." Finally someone contacted him and offered him a job.	 query:event: Simon feels very stressed out. ends before He need a new one  	pred: negative	 label: positive
story:  Simon lost his job. He needed a new one as soon as possible. He sent out a bunch of applications. "At first, he got no response." Finally someone contacted him and offered him a job.	 query:event: Simon feels very stressed out. ends after He need a new one  	pred: positive	 label: negative
story:  It was the first morning of Kate's trip in Las Vegas. Kate wanted to go to a restaurant for breakfast. But her friends wanted to get room service. Kate was leery because she always heard room service was expensive. But she decided to go along with it just for the experience.	 query:event: Kate asked her friends where to go for breakfast ends after her friends wanted to get room service  	pred: negative	 label: positive
story:  It was the first morning of Kate's trip in Las Vegas. Kate wanted to go to a restaurant for breakfast. But her friends wanted to get room service. Kate was leery because she always heard room service was expensive. But she decided to go along with it just for the experience.	 query:event: Kate asked her friends where to go for breakfast ends before her friends wanted to get room service  	pred: positive	 label: negative
story:  Susie was trying to find her way home. All the sudden she got lost. It upset her. She had to rely on her gps. It took five hours to get home.	 query:event: Susie was carrying a purse ends after she got home.  	pred: negative	 label: positive
story:  Susie was trying to find her way home. All the sudden she got lost. It upset her. She had to rely on her gps. It took five hours to get home.	 query:event: Susie was carrying a purse ends before she got home.  	pred: positive	 label: negative
story:  Hocus Pocus found the dusty Diary. Inside were a string of numbers. He thought they were lottery numbers. He bet on them. They were milk production weights for a cow.	 query:event: He thought he had a good chance of winning the lottery. ends before he bet on the lottery numbers  	pred: positive	 label: negative
story:  Corey went to see a movie at the theatre. The movie began playing. "Ten minutes into the movie, the film malfunctioned." Everyone was given their money back. Corey returned to the movies the next week.	 query:event: The audience was angry. ends before Corey return to the movies  	pred: negative	 label: positive
story:  Corey went to see a movie at the theatre. The movie began playing. "Ten minutes into the movie, the film malfunctioned." Everyone was given their money back. Corey returned to the movies the next week.	 query:event: The audience was angry. ends after Corey return to the movies  	pred: positive	 label: negative
story:  I went down to the apartment's clubhouse to play pool with my pals. They were all much better than I was. I realized that I had to work hard to get to be as good as them. So I spent the next couple of weeks playing with them a bunch. "Now, we are all equally as good as one another!"	 query:event: I walked into the clubhouse ends before They be much better than I was  	pred: negative	 label: positive
story:  Anna needed a new car. Her old was was always breaking down. So she got a second part-time job. She saved up her paychecks. Soon she could afford a new car!	 query:event: Anna worked extra hard to get enough money to buy a new car ends after she had saved enough to get a new car  	pred: negative	 label: positive
story:  Anna needed a new car. Her old was was always breaking down. So she got a second part-time job. She saved up her paychecks. Soon she could afford a new car!	 query:event: Anna worked extra hard to get enough money to buy a new car ends before she had saved enough to get a new car  	pred: positive	 label: negative
story:  John got a new cat and was worried how it would take to the old one. He tried everything but the old cat would always act mean. One day the old cat was stuck in a box and the young cat helped it. Ever since they became best friends. "John was so happy with the result, he got another cat."	 query:event: John brought a cat home ends before He tried everything but the old cat would always act mean.  	pred: negative	 label: positive
story:  John got a new cat and was worried how it would take to the old one. He tried everything but the old cat would always act mean. One day the old cat was stuck in a box and the young cat helped it. Ever since they became best friends. "John was so happy with the result, he got another cat."	 query:event: John brought a cat home ends after He tried everything but the old cat would always act mean.  	pred: positive	 label: negative
story:  Milwaukee resident Wallace wanted to go swimming in the lake. "It was early September, and he donned his swim trunks." He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.	 query:event: Wallace wanted to swim in early September. ends after The water be far too cold for him to swim  	pred: negative	 label: positive
story:  Milwaukee resident Wallace wanted to go swimming in the lake. "It was early September, and he donned his swim trunks." He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.	 query:event: Wallace wanted to swim in early September. ends before The water be far too cold for him to swim  	pred: positive	 label: negative
story:  Saturday was Kelly's birthday. She assumed no one cared about her birthday. She came home however and found all her friends waiting for her. They all yelled surprise. Kelly laughed and couldn't believe they remembered.	 query:event: Kelly was surprised  ends after Kelly laughed and couldn't believe they remembered.  	pred: negative	 label: positive
story:  Saturday was Kelly's birthday. She assumed no one cared about her birthday. She came home however and found all her friends waiting for her. They all yelled surprise. Kelly laughed and couldn't believe they remembered.	 query:event: Kelly was surprised  ends before Kelly laughed and couldn't believe they remembered.  	pred: positive	 label: negative
story:  Cammie lost a $50 bill somewhere. "She was so upset, she almost cried." "Then, the next day, doing laundry, she found it!" "It was wet, wrinkled, and clean in the washer!" Cammie was elated!	 query:event: Cammie put clothes in the dryer ends before Cammie lost a $50 bill  	pred: negative	 label: positive
story:  Cammie lost a $50 bill somewhere. "She was so upset, she almost cried." "Then, the next day, doing laundry, she found it!" "It was wet, wrinkled, and clean in the washer!" Cammie was elated!	 query:event: Cammie put clothes in the dryer ends after Cammie lost a $50 bill  	pred: positive	 label: negative
story:  "Haley was eating a bologna sandwich, worrying about the holidays." "She wondered what she was going to do for gifts, having no money." The postman dropped off a Christmas card from her parents. The card had a gift card in it. Haley decided to use the money to buy gifts for her family.	 query:event: The postman opened Haley's mailbox. ends before The card have a gift card in it  	pred: negative	 label: positive
story:  "Haley was eating a bologna sandwich, worrying about the holidays." "She wondered what she was going to do for gifts, having no money." The postman dropped off a Christmas card from her parents. The card had a gift card in it. Haley decided to use the money to buy gifts for her family.	 query:event: The postman opened Haley's mailbox. ends after The card have a gift card in it  	pred: positive	 label: negative
story:  The man tried his best. He failed at the task. He lost a lot of money. That put his house at risk. His wife had to get a job to help the family.	 query:event: the man thought he could win ends after That put his house at risk  	pred: negative	 label: positive
story:  The man tried his best. He failed at the task. He lost a lot of money. That put his house at risk. His wife had to get a job to help the family.	 query:event: the man thought he could win ends before That put his house at risk  	pred: positive	 label: negative
story:  Mikey was eating out with his family. His mom complained that her meat was undercooked. Mikey tried to stop her, but she began berating the waiter. Other people noticed and scolded her. It became such a mess Mikey decided to leave.	 query:event: Mikey felt embarrassed by his mom. ends before Mikey try to stop her  	pred: negative	 label: positive
story:  Mikey was eating out with his family. His mom complained that her meat was undercooked. Mikey tried to stop her, but she began berating the waiter. Other people noticed and scolded her. It became such a mess Mikey decided to leave.	 query:event: Mikey felt embarrassed by his mom. ends after Mikey try to stop her  	pred: positive	 label: negative
story:  Emma was getting ready to graduate from high school. She wanted to go to college but could not afford it. Her parents were unable to help her financially. Emma received a letter from the scholarship organization. She received the scholarship and was able to attend college.	 query:event: Emma asked her school counselor for help ends before she received a letter from a scholarship  	pred: negative	 label: positive
story:  Emma was getting ready to graduate from high school. She wanted to go to college but could not afford it. Her parents were unable to help her financially. Emma received a letter from the scholarship organization. She received the scholarship and was able to attend college.	 query:event: Emma asked her school counselor for help ends after she received a letter from a scholarship  	pred: positive	 label: negative
story:  Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice.	 query:event: Kelly has two parents ends after She end getting into her top choice  	pred: negative	 label: positive
story:  Yesterday Kelly went on numerous college visits. Her parents took her around the state to look. She found about three that she really liked. At the end of the trip she decided to apply. She ended up getting into her top choice.	 query:event: Kelly has two parents ends before She end getting into her top choice  	pred: positive	 label: negative
story:  Tina was taking a science test. She was not prepared. She hardly studied. She kept it blank. She ended up failing.	 query:event: Tina's teacher graded her test ends before she ended up failing  	pred: negative	 label: positive
story:  Tina was taking a science test. She was not prepared. She hardly studied. She kept it blank. She ended up failing.	 query:event: Tina's teacher graded her test ends after she ended up failing  	pred: positive	 label: negative
story:  My boss pulled me aside at work. I thought he was going to tell me Happy Birthday. Instead, he told me I wasn't needed today. I sulked home, not sure whether I was getting fired or not. When I arrived home, I walked into a surprise birthday party!	 query:event: I worked for a short time. ends after I think he was going to tell me Happy Birthday  	pred: negative	 label: positive
story:  My boss pulled me aside at work. I thought he was going to tell me Happy Birthday. Instead, he told me I wasn't needed today. I sulked home, not sure whether I was getting fired or not. When I arrived home, I walked into a surprise birthday party!	 query:event: I worked for a short time. ends before I think he was going to tell me Happy Birthday  	pred: positive	 label: negative
story:  Tim got nervous when he couldn't find his wallet. "He looked all around his office, to no avail." He borrowed money from a friend for lunch. He left work early and went home to search. He was relieved to find his wallet under his bed.	 query:event: Tim reached for his wallet ends before he couldn't find his wallet  	pred: negative	 label: positive
story:  Tim got nervous when he couldn't find his wallet. "He looked all around his office, to no avail." He borrowed money from a friend for lunch. He left work early and went home to search. He was relieved to find his wallet under his bed.	 query:event: Tim reached for his wallet ends after he couldn't find his wallet  	pred: positive	 label: negative
story:  Laura pushed her shopping cart to her car. She opened the trunk of her car and put in her bags. Laura got in the front seat and put her key in the ignition. The car wouldn't start. Laura realized it wasn't her car.	 query:event: Laura looked for her own car ends before The car would n't start  	pred: negative	 label: positive
story:  Laura pushed her shopping cart to her car. She opened the trunk of her car and put in her bags. Laura got in the front seat and put her key in the ignition. The car wouldn't start. Laura realized it wasn't her car.	 query:event: Laura looked for her own car ends after The car would n't start  	pred: positive	 label: negative
story:  I was washing dishes and noticed my sink was clogged. I didn't see anything obvious clogging it. I looked under the counter and grabbed the bottle of drain cleaner. I poured the drain cleaner down the drain. "Later, I washed the drain and the clog was gone."	 query:event: I clogged the sink ends before I notice my sink was clogged  	pred: negative	 label: positive
story:  I was washing dishes and noticed my sink was clogged. I didn't see anything obvious clogging it. I looked under the counter and grabbed the bottle of drain cleaner. I poured the drain cleaner down the drain. "Later, I washed the drain and the clog was gone."	 query:event: I clogged the sink ends after I notice my sink was clogged  	pred: positive	 label: negative
story:  Jill studied all week for her math test. She stayed up studying the cold night before too. The morning of the test, she woke up sick. But she went to school anyway. Jill's teacher allowed her to take the test at home.	 query:event: Jill felt worried about passing the math test. ends before Jill's teacher allowed her to take the test at home  	pred: negative	 label: positive
story:  Jill studied all week for her math test. She stayed up studying the cold night before too. The morning of the test, she woke up sick. But she went to school anyway. Jill's teacher allowed her to take the test at home.	 query:event: Jill felt worried about passing the math test. ends after Jill's teacher allowed her to take the test at home  	pred: positive	 label: negative
